Reading_Key,Timestamp,Device_ID,Home_ID,Watts,Volts,Amps
3993,2024-01-03 18:32:00,D006,H008,2.39,229.4,0.01
3994,2024-01-03 18:33:00,D006,H009,1.96,232.32,0.008
3995,2024-01-03 18:34:00,D002,H009,1742.84,229.8,7.584
3996,2024-01-03 18:35:00,D006,H001,1.17,228.33,0.005
3997,2024-01-03 18:36:00,D006,H004,1.19,233.37,0.005
3998,2024-01-03 18:37:00,D008,H006,65.17,228.38,0.285
3999,2024-01-03 18:38:00,D008,H010,102.39,227.8,0.449
4000,2024-01-03 18:39:00,D006,H001,2.48,232.78,0.011
4001,2024-01-03 18:40:00,D001,H002,134.51,234.45,0.574
4002,2024-01-03 18:41:00,D010,H006,12.56,230.54,0.054
4003,2024-01-03 18:42:00,D006,H006,8.47,232.7,0.036
4004,2024-01-03 18:43:00,D002,H001,1858.06,233.64,7.953
4005,2024-01-03 18:44:00,D008,H009,58.17,232.23,0.25
4006,2024-01-03 18:45:00,D001,H002,209.41,238.17,0.879
4007,2024-01-03 18:46:00,D003,H002,1.72,231.33,0.007
4008,2024-01-03 18:47:00,D006,H009,5.05,230.92,0.022
4009,2024-01-03 18:48:00,D001,H006,16.99,224.4,0.076
4010,2024-01-03 18:49:00,D001,H010,176.74,231.71,0.763
4011,2024-01-03 18:50:00,D007,H009,5.61,224.35,0.025
4012,2024-01-03 18:51:00,D001,H005,180.46,221.77,0.814
4013,2024-01-03 18:52:00,D004,H001,82.1,226.32,0.363
4014,2024-01-03 18:53:00,D002,H009,1462.42,229.4,6.375
4015,2024-01-03 18:54:00,D009,H008,8.24,224.0,0.037
4016,2024-01-03 18:55:00,D006,H009,1.17,232.38,0.005
4017,2024-01-03 18:56:00,D001,H009,116.66,236.88,0.492
4018,2024-01-03 18:57:00,D004,H007,84.01,230.62,0.364
4019,2024-01-03 18:58:00,D004,H007,91.92,229.1,0.401
4020,2024-01-03 18:59:00,D001,H007,114.5,229.16,0.5
4021,2024-01-03 19:00:00,D008,H010,92.8,221.68,0.419
4022,2024-01-03 19:01:00,D002,H007,9.97,232.03,0.043
4023,2024-01-03 19:02:00,D008,H007,76.64,229.05,0.335
4024,2024-01-03 19:03:00,D009,H008,7.19,229.5,0.031
4025,2024-01-03 19:04:00,D001,H008,6.96,233.84,0.03
4026,2024-01-03 19:05:00,D007,H002,5.32,233.99,0.023
4027,2024-01-03 19:06:00,D006,H006,2.33,229.74,0.01
4028,2024-01-03 19:07:00,D005,H007,4.89,228.11,0.021
4029,2024-01-03 19:08:00,D006,H010,2.31,228.49,0.01
4030,2024-01-03 19:09:00,D009,H009,9.87,233.88,0.042
4031,2024-01-03 19:10:00,D008,H007,99.7,224.27,0.445
4032,2024-01-03 19:11:00,D007,H001,4.55,230.9,0.02
4033,2024-01-03 19:12:00,D004,H003,121.52,235.78,0.515
4034,2024-01-03 19:13:00,D002,H009,9.12,225.86,0.04
4035,2024-01-03 19:14:00,D002,H006,3.32,230.04,0.014
4036,2024-01-03 19:15:00,D002,H009,2.22,225.22,0.01
4037,2024-01-03 19:16:00,D009,H006,7.79,232.88,0.033
4038,2024-01-03 19:17:00,D001,H007,5.9,226.47,0.026
4039,2024-01-03 19:18:00,D001,H002,5.48,229.0,0.024
4040,2024-01-03 19:19:00,D001,H004,154.48,238.47,0.648
4041,2024-01-03 19:20:00,D008,H007,96.46,225.35,0.428
4042,2024-01-03 19:21:00,D001,H009,104.38,227.71,0.458
4043,2024-01-03 19:22:00,D009,H005,13.8,230.12,0.06
4044,2024-01-03 19:23:00,D010,H009,2.55,226.22,0.011
4045,2024-01-03 19:24:00,D002,H006,5.34,228.05,0.023
4046,2024-01-03 19:25:00,D001,H002,16.58,234.07,0.071
4047,2024-01-03 19:26:00,D010,H005,3.31,226.5,0.015
4048,2024-01-03 19:27:00,D002,H005,2.52,226.0,0.011
4049,2024-01-03 19:28:00,D005,H009,53.99,232.84,0.232
4050,2024-01-03 19:29:00,D007,H007,5.55,231.5,0.024
4051,2024-01-03 19:30:00,D006,H004,2.23,230.0,0.01
4052,2024-01-03 19:31:00,D008,H007,53.8,222.41,0.242
4053,2024-01-03 19:32:00,D005,H010,8.06,229.33,0.035
4054,2024-01-03 19:33:00,D005,H008,7.53,230.75,0.033
4055,2024-01-03 19:34:00,D010,H007,1535.32,229.0,6.704
4056,2024-01-03 19:35:00,D006,H007,0.96,228.87,0.004
4057,2024-01-03 19:36:00,D002,H005,6.61,224.23,0.029
4058,2024-01-03 19:37:00,D002,H001,5.32,232.18,0.023
4059,2024-01-03 19:38:00,D009,H002,9.13,234.76,0.039
4060,2024-01-03 19:39:00,D004,H002,149.35,232.59,0.642
4061,2024-01-03 19:40:00,D009,H009,8.58,229.02,0.037
4062,2024-01-03 19:41:00,D008,H010,109.75,220.52,0.498
4063,2024-01-03 19:42:00,D009,H005,7.66,220.95,0.035
4064,2024-01-03 19:43:00,D006,H008,1.32,228.67,0.006
4065,2024-01-03 19:44:00,D001,H009,191.45,237.38,0.807
4066,2024-01-03 19:45:00,D009,H007,9.49,228.34,0.042
4067,2024-01-03 19:46:00,D006,H008,0.74,231.19,0.003
4068,2024-01-03 19:47:00,D009,H003,8.45,228.71,0.037
4069,2024-01-03 19:48:00,D003,H010,1.13,223.85,0.005
4070,2024-01-03 19:49:00,D009,H008,11.33,230.28,0.049
4071,2024-01-03 19:50:00,D002,H008,7.05,235.68,0.03
4072,2024-01-03 19:51:00,D003,H004,5.05,232.1,0.022
4073,2024-01-03 19:52:00,D001,H006,170.28,238.19,0.715
4074,2024-01-03 19:53:00,D001,H006,140.16,233.33,0.601
4075,2024-01-03 19:54:00,D001,H008,138.37,240.51,0.575
4076,2024-01-03 19:55:00,D005,H004,10.41,232.58,0.045
4077,2024-01-03 19:56:00,D007,H001,1.37,228.31,0.006
4078,2024-01-03 19:57:00,D002,H004,24.8,233.48,0.106
4079,2024-01-03 19:58:00,D009,H004,8.22,227.82,0.036
4080,2024-01-03 19:59:00,D001,H010,216.97,233.86,0.928
4081,2024-01-03 20:00:00,D001,H009,138.97,224.99,0.618
4082,2024-01-03 20:01:00,D009,H001,11.89,229.69,0.052
4083,2024-01-03 20:02:00,D008,H006,84.61,240.16,0.352
4084,2024-01-03 20:03:00,D002,H008,9.21,233.28,0.039
4085,2024-01-03 20:04:00,D010,H003,5.23,231.04,0.023
4086,2024-01-03 20:05:00,D001,H002,133.65,230.41,0.58
4087,2024-01-03 20:06:00,D001,H005,203.82,229.68,0.887
4088,2024-01-03 20:07:00,D003,H001,443.62,227.19,1.953
4089,2024-01-03 20:08:00,D008,H004,25.19,228.82,0.11
4090,2024-01-03 20:09:00,D008,H003,47.79,226.78,0.211
4091,2024-01-03 20:10:00,D008,H001,96.6,231.13,0.418
4092,2024-01-03 20:11:00,D006,H006,5.9,227.59,0.026
4093,2024-01-03 20:12:00,D006,H009,1.62,229.75,0.007
4094,2024-01-03 20:13:00,D004,H007,128.02,231.14,0.554
4095,2024-01-03 20:14:00,D004,H005,140.02,231.41,0.605
4096,2024-01-03 20:15:00,D001,H008,93.59,223.44,0.419
4097,2024-01-03 20:16:00,D001,H002,131.09,222.03,0.59
4098,2024-01-03 20:17:00,D008,H009,95.61,232.39,0.411
4099,2024-01-03 20:18:00,D001,H005,147.83,224.05,0.66
4100,2024-01-03 20:19:00,D005,H007,24.25,229.33,0.106
4101,2024-01-03 20:20:00,D007,H005,5.6,228.39,0.025
4102,2024-01-03 20:21:00,D005,H001,7.78,236.85,0.033
4103,2024-01-03 20:22:00,D001,H006,153.19,231.52,0.662
4104,2024-01-03 20:23:00,D008,H006,80.36,228.29,0.352
4105,2024-01-03 20:24:00,D005,H007,6.62,232.54,0.028
4106,2024-01-03 20:25:00,D003,H005,4.76,228.75,0.021
4107,2024-01-03 20:26:00,D002,H010,11.82,232.93,0.051
4108,2024-01-03 20:27:00,D006,H010,0.81,230.86,0.003
4109,2024-01-03 20:28:00,D009,H003,9.56,227.22,0.042
4110,2024-01-03 20:29:00,D003,H010,3.61,232.8,0.016
4111,2024-01-03 20:30:00,D009,H001,13.44,226.58,0.059
4112,2024-01-03 20:31:00,D007,H001,1.26,228.63,0.006
4113,2024-01-03 20:32:00,D001,H009,121.08,233.71,0.518
4114,2024-01-03 20:33:00,D008,H008,40.77,232.06,0.176
4115,2024-01-03 20:34:00,D004,H002,97.23,231.01,0.421
4116,2024-01-03 20:35:00,D008,H006,91.22,230.05,0.397
4117,2024-01-03 20:36:00,D002,H006,904.3,234.6,3.855
4118,2024-01-03 20:37:00,D005,H001,9.04,229.59,0.039
4119,2024-01-03 20:38:00,D002,H002,1227.47,231.95,5.292
4120,2024-01-03 20:39:00,D005,H008,27.88,232.19,0.12
4121,2024-01-03 20:40:00,D009,H010,12.49,236.13,0.053
4122,2024-01-03 20:41:00,D005,H001,30.74,229.19,0.134
4123,2024-01-03 20:42:00,D010,H009,9.39,235.57,0.04
4124,2024-01-03 20:43:00,D003,H009,7.35,228.83,0.032
4125,2024-01-03 20:44:00,D006,H003,2.24,228.97,0.01
4126,2024-01-03 20:45:00,D010,H007,8.55,231.16,0.037
4127,2024-01-03 20:46:00,D008,H007,111.02,227.7,0.488
4128,2024-01-03 20:47:00,D008,H005,21.39,225.67,0.095
4129,2024-01-03 20:48:00,D008,H006,116.09,226.79,0.512
4130,2024-01-03 20:49:00,D004,H010,160.51,230.98,0.695
4131,2024-01-03 20:50:00,D003,H006,5.83,229.41,0.025
4132,2024-01-03 20:51:00,D001,H005,94.52,227.22,0.416
4133,2024-01-03 20:52:00,D006,H006,2.39,230.05,0.01
4134,2024-01-03 20:53:00,D009,H001,6.75,228.64,0.03
4135,2024-01-03 20:54:00,D008,H006,83.71,229.58,0.365
4136,2024-01-03 20:55:00,D010,H008,1930.14,232.59,8.299
4137,2024-01-03 20:56:00,D010,H010,5.18,229.42,0.023
4138,2024-01-03 20:57:00,D004,H002,76.27,230.96,0.33
4139,2024-01-03 20:58:00,D005,H008,8.67,223.25,0.039
4140,2024-01-03 20:59:00,D008,H008,97.02,233.86,0.415
4141,2024-01-03 21:00:00,D008,H007,39.19,222.75,0.176
4142,2024-01-03 21:01:00,D008,H004,73.2,224.67,0.326
4143,2024-01-03 21:02:00,D006,H004,1.39,234.2,0.006
4144,2024-01-03 21:03:00,D006,H003,7.94,223.58,0.036
4145,2024-01-03 21:04:00,D008,H003,21.8,233.56,0.093
4146,2024-01-03 21:05:00,D009,H006,13.21,237.51,0.056
4147,2024-01-03 21:06:00,D008,H005,32.87,240.91,0.136
4148,2024-01-03 21:07:00,D008,H004,75.75,230.71,0.328
4149,2024-01-03 21:08:00,D001,H001,10.66,230.35,0.046
4150,2024-01-03 21:09:00,D009,H005,9.63,226.34,0.043
4151,2024-01-03 21:10:00,D009,H009,9.31,235.28,0.04
4152,2024-01-03 21:11:00,D003,H007,4.36,226.79,0.019
4153,2024-01-03 21:12:00,D002,H009,1176.92,233.82,5.034
4154,2024-01-03 21:13:00,D002,H008,2.86,226.8,0.013
4155,2024-01-03 21:14:00,D001,H006,8.03,235.69,0.034
4156,2024-01-03 21:15:00,D004,H001,97.08,234.48,0.414
4157,2024-01-03 21:16:00,D002,H008,2.4,233.01,0.01
4158,2024-01-03 21:17:00,D001,H004,6.63,236.45,0.028
4159,2024-01-03 21:18:00,D008,H009,37.13,231.82,0.16
4160,2024-01-03 21:19:00,D008,H001,65.22,236.91,0.275
4161,2024-01-03 21:20:00,D008,H007,115.95,222.88,0.52
4162,2024-01-03 21:21:00,D007,H008,5.54,230.26,0.024
4163,2024-01-03 21:22:00,D005,H003,36.61,228.95,0.16
4164,2024-01-03 21:23:00,D001,H010,92.39,233.67,0.395
4165,2024-01-03 21:24:00,D010,H007,8.99,225.4,0.04
4166,2024-01-03 21:25:00,D010,H007,3.75,226.63,0.017
4167,2024-01-03 21:26:00,D009,H004,6.73,233.86,0.029
4168,2024-01-03 21:27:00,D008,H007,72.25,228.6,0.316
4169,2024-01-03 21:28:00,D008,H003,27.6,234.01,0.118
4170,2024-01-03 21:29:00,D006,H007,1.74,227.11,0.008
4171,2024-01-03 21:30:00,D001,H005,5.31,230.05,0.023
4172,2024-01-03 21:31:00,D008,H009,32.18,234.7,0.137
4173,2024-01-03 21:32:00,D007,H008,3.32,232.94,0.014
4174,2024-01-03 21:33:00,D001,H008,201.71,231.23,0.872
4175,2024-01-03 21:34:00,D006,H008,8.73,233.87,0.037
4176,2024-01-03 21:35:00,D002,H006,705.83,230.13,3.067
4177,2024-01-03 21:36:00,D006,H007,6.39,230.57,0.028
4178,2024-01-03 21:37:00,D002,H003,6.26,232.21,0.027
4179,2024-01-03 21:38:00,D006,H010,8.96,230.97,0.039
4180,2024-01-03 21:39:00,D008,H010,103.46,225.81,0.458
4181,2024-01-03 21:40:00,D001,H005,174.94,224.65,0.779
4182,2024-01-03 21:41:00,D001,H008,191.49,230.0,0.833
4183,2024-01-03 21:42:00,D010,H003,3.49,223.58,0.016
4184,2024-01-03 21:43:00,D007,H006,8.35,229.22,0.036
4185,2024-01-03 21:44:00,D003,H010,1.07,226.99,0.005
4186,2024-01-03 21:45:00,D002,H008,7.6,236.58,0.032
4187,2024-01-03 21:46:00,D004,H005,103.03,226.99,0.454
4188,2024-01-03 21:47:00,D009,H005,8.11,237.48,0.034
4189,2024-01-03 21:48:00,D007,H006,1.93,225.47,0.009
4190,2024-01-03 21:49:00,D010,H010,7.89,226.77,0.035
4191,2024-01-03 21:50:00,D006,H004,0.72,239.27,0.003
4192,2024-01-03 21:51:00,D004,H004,131.24,227.8,0.576
4193,2024-01-03 21:52:00,D002,H007,7.04,230.72,0.031
4194,2024-01-03 21:53:00,D005,H010,52.51,233.05,0.225
4195,2024-01-03 21:54:00,D007,H004,3.97,230.03,0.017
4196,2024-01-03 21:55:00,D005,H010,4.76,231.95,0.021
4197,2024-01-03 21:56:00,D001,H001,191.72,226.31,0.847
4198,2024-01-03 21:57:00,D002,H010,8.2,228.22,0.036
4199,2024-01-03 21:58:00,D008,H010,34.9,225.15,0.155
4200,2024-01-03 21:59:00,D002,H005,709.01,228.46,3.103
4201,2024-01-03 22:00:00,D001,H009,12.63,228.72,0.055
4202,2024-01-03 22:01:00,D002,H005,1100.76,235.33,4.677
4203,2024-01-03 22:02:00,D009,H007,8.54,224.35,0.038
4204,2024-01-03 22:03:00,D006,H001,6.13,228.56,0.027
4205,2024-01-03 22:04:00,D008,H005,103.12,229.82,0.449
4206,2024-01-03 22:05:00,D002,H008,8.3,231.75,0.036
4207,2024-01-03 22:06:00,D006,H001,2.18,232.44,0.009
4208,2024-01-03 22:07:00,D002,H005,855.72,233.89,3.659
4209,2024-01-03 22:08:00,D005,H007,8.36,228.59,0.037
4210,2024-01-03 22:09:00,D001,H003,169.38,236.67,0.716
4211,2024-01-03 22:10:00,D005,H005,6.02,229.15,0.026
4212,2024-01-03 22:11:00,D002,H010,6.23,229.86,0.027
4213,2024-01-03 22:12:00,D002,H004,8.37,231.64,0.036
4214,2024-01-03 22:13:00,D005,H009,8.96,226.43,0.04
4215,2024-01-03 22:14:00,D006,H002,5.56,229.18,0.024
4216,2024-01-03 22:15:00,D008,H006,62.69,235.05,0.267
4217,2024-01-03 22:16:00,D003,H003,6.1,232.49,0.026
4218,2024-01-03 22:17:00,D003,H005,4.94,232.81,0.021
4219,2024-01-03 22:18:00,D001,H002,91.05,233.19,0.39
4220,2024-01-03 22:19:00,D003,H009,7.62,235.24,0.032
4221,2024-01-03 22:20:00,D004,H004,124.51,231.43,0.538
4222,2024-01-03 22:21:00,D005,H007,9.98,226.38,0.044
4223,2024-01-03 22:22:00,D004,H006,130.32,224.5,0.58
4224,2024-01-03 22:23:00,D008,H010,119.03,224.52,0.53
4225,2024-01-03 22:24:00,D005,H005,9.13,233.83,0.039
4226,2024-01-03 22:25:00,D008,H004,35.02,227.35,0.154
4227,2024-01-03 22:26:00,D005,H002,8.5,232.66,0.037
4228,2024-01-03 22:27:00,D006,H007,4.63,233.84,0.02
4229,2024-01-03 22:28:00,D008,H005,83.72,230.1,0.364
4230,2024-01-03 22:29:00,D007,H005,4.6,235.96,0.02
4231,2024-01-03 22:30:00,D009,H005,11.67,237.78,0.049
4232,2024-01-03 22:31:00,D008,H003,70.46,223.14,0.316
4233,2024-01-03 22:32:00,D010,H004,3.93,231.15,0.017
4234,2024-01-03 22:33:00,D004,H005,142.76,229.04,0.623
4235,2024-01-03 22:34:00,D010,H004,5.92,222.41,0.027
4236,2024-01-03 22:35:00,D006,H004,5.97,235.6,0.025
4237,2024-01-03 22:36:00,D003,H002,2.81,232.27,0.012
4238,2024-01-03 22:37:00,D001,H005,174.64,224.44,0.778
4239,2024-01-03 22:38:00,D005,H006,62.26,228.51,0.272
4240,2024-01-03 22:39:00,D010,H008,3.93,231.36,0.017
4241,2024-01-03 22:40:00,D008,H006,27.24,231.66,0.118
4242,2024-01-03 22:41:00,D008,H006,107.12,225.29,0.475
4243,2024-01-03 22:42:00,D001,H002,168.98,233.4,0.724
4244,2024-01-03 22:43:00,D008,H007,45.66,226.62,0.202
4245,2024-01-03 22:44:00,D007,H003,4.34,231.46,0.019
4246,2024-01-03 22:45:00,D008,H006,65.6,229.26,0.286
4247,2024-01-03 22:46:00,D001,H006,180.58,227.17,0.795
4248,2024-01-03 22:47:00,D004,H008,177.65,226.28,0.785
4249,2024-01-03 22:48:00,D004,H005,140.56,236.41,0.595
4250,2024-01-03 22:49:00,D008,H005,45.79,232.23,0.197
4251,2024-01-03 22:50:00,D008,H006,96.19,230.82,0.417
4252,2024-01-03 22:51:00,D005,H002,50.01,231.11,0.216
4253,2024-01-03 22:52:00,D004,H001,78.66,229.1,0.343
4254,2024-01-03 22:53:00,D001,H003,171.28,222.22,0.771
4255,2024-01-03 22:54:00,D001,H001,108.89,233.62,0.466
4256,2024-01-03 22:55:00,D001,H005,199.5,229.57,0.869
4257,2024-01-03 22:56:00,D008,H009,22.19,222.14,0.1
4258,2024-01-03 22:57:00,D009,H007,23.1,227.38,0.102
4259,2024-01-03 22:58:00,D001,H002,101.79,236.7,0.43
4260,2024-01-03 22:59:00,D008,H008,102.72,233.2,0.441
4261,2024-01-03 23:00:00,D003,H007,19.38,229.17,0.085
4262,2024-01-03 23:01:00,D005,H008,2.11,229.26,0.009
4263,2024-01-03 23:02:00,D008,H006,107.06,229.89,0.466
4264,2024-01-03 23:03:00,D004,H010,96.68,230.58,0.419
4265,2024-01-03 23:04:00,D010,H010,3.04,234.79,0.013
4266,2024-01-03 23:05:00,D010,H002,4.33,229.48,0.019
4267,2024-01-03 23:06:00,D007,H009,1.83,228.65,0.008
4268,2024-01-03 23:07:00,D010,H007,12.62,237.15,0.053
4269,2024-01-03 23:08:00,D001,H007,200.54,236.65,0.847
4270,2024-01-03 23:09:00,D001,H005,168.59,231.54,0.728
4271,2024-01-03 23:10:00,D009,H009,11.76,240.37,0.049
4272,2024-01-03 23:11:00,D008,H009,31.0,229.66,0.135
4273,2024-01-03 23:12:00,D003,H010,6.44,234.81,0.027
4274,2024-01-03 23:13:00,D005,H009,6.85,228.54,0.03
4275,2024-01-03 23:14:00,D004,H005,93.05,226.35,0.411
4276,2024-01-03 23:15:00,D005,H002,7.59,223.79,0.034
4277,2024-01-03 23:16:00,D006,H010,3.16,231.23,0.014
4278,2024-01-03 23:17:00,D005,H005,31.14,232.69,0.134
4279,2024-01-03 23:18:00,D006,H008,7.74,233.11,0.033
4280,2024-01-03 23:19:00,D004,H010,87.67,226.77,0.387
4281,2024-01-03 23:20:00,D006,H002,7.43,227.28,0.033
4282,2024-01-03 23:21:00,D009,H004,6.38,236.53,0.027
4283,2024-01-03 23:22:00,D004,H004,102.42,235.38,0.435
4284,2024-01-03 23:23:00,D003,H010,7.7,226.28,0.034
4285,2024-01-03 23:24:00,D005,H004,6.88,227.3,0.03
4286,2024-01-03 23:25:00,D004,H006,107.02,231.84,0.462
4287,2024-01-03 23:26:00,D009,H003,11.84,229.49,0.052
4288,2024-01-03 23:27:00,D006,H001,2.67,228.24,0.012
4289,2024-01-03 23:28:00,D008,H008,58.17,235.56,0.247
4290,2024-01-03 23:29:00,D001,H004,123.41,237.66,0.519
4291,2024-01-03 23:30:00,D001,H009,151.42,226.13,0.67
4292,2024-01-03 23:31:00,D004,H002,156.76,239.0,0.656
4293,2024-01-03 23:32:00,D004,H010,129.3,236.15,0.548
4294,2024-01-03 23:33:00,D001,H001,95.48,235.09,0.406
4295,2024-01-03 23:34:00,D008,H007,68.5,236.73,0.289
4296,2024-01-03 23:35:00,D006,H001,4.74,232.82,0.02
4297,2024-01-03 23:36:00,D005,H010,8.22,232.76,0.035
4298,2024-01-03 23:37:00,D007,H005,4.44,229.82,0.019
4299,2024-01-03 23:38:00,D008,H001,86.2,231.57,0.372
4300,2024-01-03 23:39:00,D004,H008,131.47,235.07,0.559
4301,2024-01-03 23:40:00,D005,H002,35.04,235.04,0.149
4302,2024-01-03 23:41:00,D006,H010,6.53,228.05,0.029
4303,2024-01-03 23:42:00,D001,H002,14.64,233.56,0.063
4304,2024-01-03 23:43:00,D001,H007,151.19,230.47,0.656
4305,2024-01-03 23:44:00,D004,H002,91.56,228.28,0.401
4306,2024-01-03 23:45:00,D001,H003,9.6,232.29,0.041
4307,2024-01-03 23:46:00,D001,H008,196.63,229.63,0.856
4308,2024-01-03 23:47:00,D005,H005,69.76,232.34,0.3
4309,2024-01-03 23:48:00,D006,H008,4.98,232.21,0.021
4310,2024-01-03 23:49:00,D002,H006,1050.95,225.09,4.669
4311,2024-01-03 23:50:00,D009,H007,13.17,230.97,0.057
4312,2024-01-03 23:51:00,D008,H005,99.86,224.33,0.445
4313,2024-01-03 23:52:00,D009,H009,9.7,233.66,0.042
4314,2024-01-03 23:53:00,D005,H005,2.93,230.24,0.013
4315,2024-01-03 23:54:00,D008,H002,54.91,227.59,0.241
4316,2024-01-03 23:55:00,D007,H010,5.94,239.62,0.025
4317,2024-01-03 23:56:00,D001,H008,155.01,226.26,0.685
4318,2024-01-03 23:57:00,D001,H004,17.94,225.99,0.079
4319,2024-01-03 23:58:00,D009,H007,11.61,226.46,0.051
4320,2024-01-03 23:59:00,D005,H005,11.44,227.43,0.05
4321,2024-01-04 00:00:00,D008,H005,2.25,235.53,0.01
4322,2024-01-04 00:01:00,D002,H005,9.61,235.39,0.041
4323,2024-01-04 00:02:00,D008,H003,3.49,236.34,0.015
4324,2024-01-04 00:03:00,D007,H005,3.67,229.62,0.016
4325,2024-01-04 00:04:00,D009,H003,10.12,232.39,0.044
4326,2024-01-04 00:05:00,D003,H002,2.01,231.52,0.009
4327,2024-01-04 00:06:00,D004,H001,17.39,225.18,0.077
4328,2024-01-04 00:07:00,D006,H007,11.33,228.63,0.05
4329,2024-01-04 00:08:00,D009,H004,30.98,229.92,0.135
4330,2024-01-04 00:09:00,D003,H005,3.15,224.55,0.014
4331,2024-01-04 00:10:00,D001,H009,172.02,228.13,0.754
4332,2024-01-04 00:11:00,D004,H009,1.62,231.31,0.007
4333,2024-01-04 00:12:00,D006,H007,4.58,225.8,0.02
4334,2024-01-04 00:13:00,D010,H007,7.62,228.18,0.033
4335,2024-01-04 00:14:00,D002,H008,3.06,234.74,0.013
4336,2024-01-04 00:15:00,D008,H005,6.2,225.41,0.028
4337,2024-01-04 00:16:00,D002,H008,5.44,230.48,0.024
4338,2024-01-04 00:17:00,D005,H008,11.22,229.6,0.049
4339,2024-01-04 00:18:00,D008,H002,10.85,232.97,0.047
4340,2024-01-04 00:19:00,D001,H004,152.95,229.83,0.666
4341,2024-01-04 00:20:00,D008,H010,9.54,235.86,0.04
4342,2024-01-04 00:21:00,D001,H001,160.29,227.04,0.706
4343,2024-01-04 00:22:00,D004,H003,3.58,231.6,0.015
4344,2024-01-04 00:23:00,D001,H001,162.73,231.28,0.704
4345,2024-01-04 00:24:00,D008,H006,2.67,230.44,0.012
4346,2024-01-04 00:25:00,D006,H010,3.44,228.97,0.015
4347,2024-01-04 00:26:00,D002,H003,5.64,232.28,0.024
4348,2024-01-04 00:27:00,D001,H010,217.08,235.32,0.923
4349,2024-01-04 00:28:00,D005,H002,6.65,228.07,0.029
4350,2024-01-04 00:29:00,D001,H002,119.44,226.08,0.528
4351,2024-01-04 00:30:00,D008,H006,5.23,234.21,0.022
4352,2024-01-04 00:31:00,D010,H008,13.03,232.49,0.056
4353,2024-01-04 00:32:00,D001,H002,6.47,231.22,0.028
4354,2024-01-04 00:33:00,D006,H008,6.87,233.07,0.029
4355,2024-01-04 00:34:00,D006,H005,5.02,230.16,0.022
4356,2024-01-04 00:35:00,D001,H003,12.98,235.21,0.055
4357,2024-01-04 00:36:00,D008,H002,4.71,229.57,0.021
4358,2024-01-04 00:37:00,D002,H001,4.63,225.41,0.021
4359,2024-01-04 00:38:00,D007,H007,5.48,236.15,0.023
4360,2024-01-04 00:39:00,D002,H001,2.11,237.49,0.009
4361,2024-01-04 00:40:00,D001,H003,137.94,227.98,0.605
4362,2024-01-04 00:41:00,D002,H005,5.22,231.42,0.023
4363,2024-01-04 00:42:00,D009,H009,6.94,231.14,0.03
4364,2024-01-04 00:43:00,D008,H006,9.19,236.26,0.039
4365,2024-01-04 00:44:00,D005,H005,10.64,226.29,0.047
4366,2024-01-04 00:45:00,D001,H001,219.44,225.44,0.973
4367,2024-01-04 00:46:00,D002,H010,2.07,225.7,0.009
4368,2024-01-04 00:47:00,D010,H001,3.19,221.6,0.014
4369,2024-01-04 00:48:00,D001,H002,113.26,230.11,0.492
4370,2024-01-04 00:49:00,D003,H010,7.02,230.56,0.03
4371,2024-01-04 00:50:00,D006,H010,5.97,229.37,0.026
4372,2024-01-04 00:51:00,D004,H003,4.74,224.85,0.021
4373,2024-01-04 00:52:00,D003,H005,6.6,220.93,0.03
4374,2024-01-04 00:53:00,D007,H003,4.76,229.09,0.021
4375,2024-01-04 00:54:00,D001,H004,118.03,229.33,0.515
4376,2024-01-04 00:55:00,D005,H009,5.3,231.14,0.023
4377,2024-01-04 00:56:00,D001,H006,188.89,230.54,0.819
4378,2024-01-04 00:57:00,D003,H008,2.24,227.96,0.01
4379,2024-01-04 00:58:00,D004,H010,2.95,234.19,0.013
4380,2024-01-04 00:59:00,D006,H005,2.23,229.4,0.01
4381,2024-01-04 01:00:00,D005,H003,7.67,235.06,0.033
4382,2024-01-04 01:01:00,D003,H008,2.09,233.15,0.009
4383,2024-01-04 01:02:00,D007,H008,3.75,231.13,0.016
4384,2024-01-04 01:03:00,D005,H007,11.45,231.7,0.049
4385,2024-01-04 01:04:00,D008,H007,10.87,234.25,0.046
4386,2024-01-04 01:05:00,D004,H008,4.71,229.33,0.021
4387,2024-01-04 01:06:00,D008,H001,7.47,229.42,0.033
4388,2024-01-04 01:07:00,D006,H010,6.93,233.55,0.03
4389,2024-01-04 01:08:00,D002,H004,2.56,226.9,0.011
4390,2024-01-04 01:09:00,D006,H009,6.92,230.1,0.03
4391,2024-01-04 01:10:00,D001,H009,133.16,226.16,0.589
4392,2024-01-04 01:11:00,D001,H008,9.84,228.22,0.043
4393,2024-01-04 01:12:00,D008,H006,10.24,232.12,0.044
4394,2024-01-04 01:13:00,D002,H002,4.47,220.98,0.02
4395,2024-01-04 01:14:00,D006,H003,6.32,232.83,0.027
4396,2024-01-04 01:15:00,D005,H002,10.27,223.87,0.046
4397,2024-01-04 01:16:00,D004,H004,3.73,227.27,0.016
4398,2024-01-04 01:17:00,D003,H007,4.92,233.1,0.021
4399,2024-01-04 01:18:00,D005,H002,4.33,237.02,0.018
4400,2024-01-04 01:19:00,D010,H010,13.15,227.24,0.058
4401,2024-01-04 01:20:00,D008,H005,3.51,221.68,0.016
4402,2024-01-04 01:21:00,D004,H008,1.7,231.79,0.007
